YEAR,MONTH,DAY,PRECIPITATION,MAX TEMP,MIN TEMP,MEAN TEMP,YES/NO,FLORIDA CITY
1997,1,11,0.0,56.0,42.0,49.0,NO,Belleair Bluffs
1997,1,12,0.0,66.0,42.0,54.0,NO,Palm Springs
1997,1,13,0.0,64.0,51.0,57.5,NO,Safety Harbor
1997,1,14,0.33,67.0,52.0,59.5,NO,St. Augustine
1997,1,15,0.0,66.0,57.0,61.5,NO,Sunrise
1997,1,16,0.56,68.0,57.0,62.5,NO,Marathon
1997,1,17,0.0,75.0,36.0,55.5,NO,Jacksonville Beach
1997,1,18,0.0,55.0,35.0,45.0,NO,Palmetto
1997,1,19,0.0,49.0,31.0,40.0,NO,Weston
1997,1,20,0.0,56.0,31.0,43.5,NO,Naples
1997,1,21,0.0,63.0,41.0,52.0,NO,Ocean Ridge
1997,1,22,0.0,64.0,41.0,52.5,NO,Miami Shores
1997,1,23,0.0,73.0,41.0,57.0,NO,Highland Beach
1997,1,24,0.0,76.0,41.0,58.5,NO,Mary Esther
1997,1,25,0.0,76.0,56.0,66.0,NO,High Springs
1997,1,26,0.54,73.0,53.0,63.0,NO,Crystal River
1997,1,27,0.02,69.0,59.0,64.0,NO,Bunnell
1997,1,28,0.0,69.0,56.0,62.5,NO,El Portal
1997,1,29,0.1,74.0,56.0,65.0,NO,Cutler Bay
1997,1,30,0.02,74.0,58.0,66.0,NO,Madeira Beach
1997,1,31,0.02,58.0,51.0,54.5,NO,Surfside
1997,2,1,0.01,62.0,42.0,52.0,NO,Port Orange
1997,2,2,0.0,59.0,42.0,50.5,NO,Medley
1997,2,3,0.0,73.0,42.0,57.5,NO,Wildwood
1997,2,4,0.0,69.0,54.0,61.5,NO,Jupiter Island
1997,2,5,0.0,76.0,59.0,67.5,NO,Cape Coral
1997,2,6,0.0,80.0,63.0,71.5,NO,Lake Clarke Shores
1997,2,7,0.0,80.0,62.0,71.0,NO,Loxahatchee Groves
1997,2,8,0.0,76.0,62.0,69.0,NO,Lady Lake
1997,2,9,0.11,79.0,55.0,67.0,NO,Indiantown
1997,2,10,0.02,69.0,55.0,62.0,NO,North Miami
1997,2,11,0.0,70.0,48.0,59.0,NO,Jay
1997,2,12,0.0,59.0,48.0,53.5,NO,Greenville
1997,2,13,0.0,66.0,52.0,59.0,NO,Inverness
1997,2,14,0.5,80.0,52.0,66.0,NO,Altha
1997,2,15,0.17,76.0,63.0,69.5,NO,Inglis
1997,2,16,0.8,64.0,57.0,60.5,NO,Orlando
1997,2,17,0.0,67.0,56.0,61.5,NO,Polk City
1997,2,18,0.0,74.0,57.0,65.5,NO,Lazy Lake
1997,2,19,0.0,77.0,57.0,67.0,NO,Altamonte Springs
1997,2,20,0.0,78.0,67.0,72.5,NO,Delray Beach
1997,2,21,0.0,78.0,64.0,71.0,NO,West Park
1997,2,22,0.0,86.0,60.0,73.0,NO,Lauderdale Lakes
1997,2,23,0.0,86.0,60.0,73.0,NO,Live Oak
1997,2,24,0.0,73.0,62.0,67.5,NO,Wilton Manors
1997,2,25,0.08,71.0,65.0,68.0,NO,St. Cloud
1997,2,26,0.04,80.0,70.0,75.0,NO,Daytona Beach
1997,2,27,0.0,81.0,69.0,75.0,NO,Otter Creek
1997,2,28,0.0,81.0,69.0,75.0,NO,Frostproof
1997,2,29,0.15,81.62,62.84,72.26,NO,Sewall's Point
1997,3,1,0.0,81.0,66.0,73.5,NO,Caryville
1997,3,2,0.0,84.0,69.0,76.5,NO,Lighthouse Point
1997,3,3,0.0,82.0,71.0,76.5,NO,Anna Maria
1997,3,4,0.0,86.0,66.0,76.0,NO,Clewiston
1997,3,5,0.0,86.0,66.0,76.0,NO,Cooper City
1997,3,6,0.0,82.0,66.0,74.0,NO,North Palm Beach
1997,3,7,0.0,84.0,53.0,68.5,NO,Mount Dora
1997,3,8,0.05,74.0,50.0,62.0,NO,Interlachen
1997,3,9,0.0,81.0,61.0,71.0,NO,Arcadia
1997,3,10,0.0,80.0,61.0,70.5,NO,South Daytona
1997,3,11,0.0,85.0,68.0,76.5,NO,Cloud Lake
1997,3,12,0.0,86.0,64.0,75.0,NO,Alford
1997,3,13,0.04,77.0,64.0,70.5,NO,Gulfport
1997,3,14,0.54,75.0,70.0,72.5,NO,Montverde
1997,3,15,0.2,70.0,63.0,66.5,NO,Hialeah
1997,3,16,0.0,73.0,57.0,65.0,NO,Coleman
1997,3,17,0.05,74.0,56.0,65.0,NO,Palmetto Bay
1997,3,18,0.05,77.0,68.0,72.5,NO,West Melbourne
1997,3,19,0.05,82.0,64.0,73.0,NO,Bay Lake
1997,3,20,0.01,78.0,64.0,71.0,NO,Apopka
1997,3,21,0.7,80.0,64.0,72.0,NO,Malabar
1997,3,22,0.15,83.0,64.0,73.5,NO,Longwood
1997,3,23,0.0,75.0,63.0,69.0,NO,Parkland
1997,3,24,0.0,76.0,63.0,69.5,NO,Deltona
1997,3,25,0.0,77.0,70.0,73.5,NO,Winter Haven
1997,3,26,0.56,85.0,66.0,75.5,NO,Layton
1997,3,27,0.01,85.0,67.0,76.0,NO,Vero Beach
1997,3,28,0.0,82.0,65.0,73.5,NO,Newberry
1997,3,29,1.16,85.0,67.0,76.0,NO,Pompano Beach
1997,3,30,1.2,85.0,64.0,74.5,NO,Hilliard
1997,3,31,0.0,85.0,67.0,76.0,NO,Seminole
1997,4,1,0.0,85.0,53.0,69.0,NO,Dade City
1997,4,2,0.0,73.0,53.0,63.0,NO,Wewahitchka
1997,4,3,0.0,85.0,53.0,69.0,NO,Indian Harbour Beach
1997,4,4,0.0,74.0,55.0,64.5,NO,Crescent City
1997,4,5,0.0,76.0,56.0,66.0,NO,North Lauderdale
1997,4,6,0.0,78.0,55.0,66.5,NO,Bay Harbor Islands
1997,4,7,0.0,80.0,57.0,68.5,NO,Blountstown
1997,4,8,0.0,82.0,65.0,73.5,NO,Port St. Lucie
1997,4,9,0.0,74.0,65.0,69.5,NO,DeLand
1997,4,10,0.0,76.0,65.0,70.5,NO,Esto
1997,4,11,0.0,76.0,65.0,70.5,NO,Macclenny
1997,4,12,0.24,76.0,64.0,70.0,NO,Fellsmere
1997,4,13,0.05,84.0,64.0,74.0,NO,Melbourne Village
1997,4,14,0.03,85.0,64.0,74.5,NO,Laurel Hill
1997,4,15,1.1,70.0,62.0,66.0,NO,Miami Gardens
1997,4,16,0.25,70.0,62.0,66.0,NO,West Miami
1997,4,17,0.16,70.0,62.0,66.0,NO,St. Augustine Beach
1997,4,18,0.0,79.0,53.0,66.0,NO,Orchid
1997,4,19,0.0,66.0,50.0,58.0,NO,Pahokee
1997,4,20,0.0,77.0,49.0,63.0,NO,Umatilla
1997,4,21,0.0,80.0,52.0,66.0,NO,Cape Canaveral
1997,4,22,0.0,82.0,62.0,72.0,NO,Greenwood
1997,4,23,0.0,86.0,62.0,74.0,NO,Callahan
1997,4,24,1.0,79.0,55.0,67.0,NO,Green Cove Springs
1997,4,25,0.0,76.0,55.0,65.5,NO,White Springs
1997,4,26,0.0,78.0,64.0,71.0,NO,Satellite Beach
1997,4,27,0.42,76.0,58.0,67.0,NO,Lakeland
1997,4,28,0.28,82.0,64.0,73.0,NO,Lake Placid
1997,4,29,0.42,79.0,65.0,72.0,NO,Port St. Joe
1997,4,30,0.02,80.0,60.0,70.0,NO,Milton
1997,5,1,0.15,81.62,62.84,72.26,NO,Key West
1997,5,2,0.15,81.62,62.84,72.26,NO,Holly Hill
1997,5,3,0.15,81.62,62.84,72.26,NO,Groveland
1997,5,4,0.15,81.62,62.84,72.26,NO,Winter Garden
1997,5,5,0.15,81.62,62.84,72.26,NO,Ormond Beach
1997,5,6,0.15,81.62,62.84,72.26,NO,Indian Rocks Beach
1997,5,7,0.15,81.62,62.84,72.26,NO,Windermere
1997,5,8,0.15,81.62,62.84,72.26,NO,Moore Haven
1997,5,9,0.15,81.62,62.84,72.26,NO,Astatula
1997,5,10,0.15,81.62,62.84,72.26,NO,Fruitland Park
1997,5,11,0.15,81.62,62.84,72.26,NO,Fort Myers Beach
1997,5,12,0.15,81.62,62.84,72.26,NO,South Bay
1997,5,13,0.15,81.62,62.84,72.26,NO,Mexico Beach
1997,5,14,0.15,81.62,62.84,72.26,NO,North Redington Beach
1997,5,15,0.15,81.62,62.84,72.26,NO,St. Leo
1997,5,16,0.15,81.62,62.84,72.26,NO,Redington Beach
1997,5,17,0.15,81.62,62.84,72.26,NO,Port Richey
1997,5,18,0.15,81.62,62.84,72.26,NO,Quincy
1997,5,19,0.15,81.62,62.84,72.26,NO,Orange Park
1997,5,20,0.15,81.62,62.84,72.26,NO,Coral Gables
1997,5,21,0.15,81.62,62.84,72.26,NO,Miami Springs
1997,5,22,0.15,81.62,62.84,72.26,NO,Alachua
1997,5,23,0.15,81.62,62.84,72.26,NO,Oviedo
1997,5,24,0.15,81.62,62.84,72.26,NO,Clearwater
1997,5,25,0.15,81.62,62.84,72.26,NO,Indian Creek
1997,5,26,0.15,81.62,62.84,72.26,NO,Panama City
1997,5,27,0.15,81.62,62.84,72.26,NO,Jennings
1997,5,28,0.15,81.62,62.84,72.26,NO,Brooker
1997,5,29,0.15,81.62,62.84,72.26,NO,Fort Myers
1997,5,30,0.15,81.62,62.84,72.26,NO,Sanibel
1997,5,31,0.15,81.62,62.84,72.26,NO,Campbellton
1997,6,1,1.0,85.0,70.0,77.5,NO,Fanning Springs
1997,6,2,0.6,85.0,70.0,77.5,NO,Midway
1997,6,3,0.6,85.0,64.0,74.5,NO,Temple Terrace
1997,6,4,0.0,88.0,64.0,76.0,NO,Cedar Key
1997,6,5,0.01,87.0,64.0,75.5,NO,Ponce de Leon
1997,6,6,0.0,84.0,70.0,77.0,NO,Punta Gorda
1997,6,7,0.0,84.0,63.0,73.5,NO,Parker
1997,6,8,0.0,79.0,64.0,71.5,NO,Tallahassee
1997,6,9,0.0,79.0,69.0,74.0,NO,Rockledge
1997,6,10,0.5,80.0,73.0,76.5,NO,Paxton
1997,6,11,0.2,80.0,73.0,76.5,NO,Hawthorne
1997,6,12,0.18,81.0,73.0,77.0,NO,Greenacres
1997,6,13,0.88,87.0,73.0,80.0,NO,Palm Beach Gardens
1997,6,14,0.55,82.0,73.0,77.5,NO,Islamorada
1997,6,15,0.93,80.0,73.0,76.5,NO,St. Marks
1997,6,16,0.0,88.0,71.0,79.5,NO,Tavares
1997,6,17,0.0,89.0,74.0,81.5,NO,New Port Richey
1997,6,18,0.25,88.0,73.0,80.5,NO,Everglades City
1997,6,19,0.0,93.0,74.0,83.5,NO,Jacksonville
1997,6,20,0.0,93.0,72.0,82.5,NO,South Pasadena
1997,6,21,0.1,89.0,70.0,79.5,NO,Sebastian
1997,6,22,0.0,87.0,73.0,80.0,NO,Fort Lauderdale
1997,6,23,0.0,87.0,73.0,80.0,NO,St. Lucie Village
1997,6,24,0.0,89.0,72.0,80.5,NO,Highland Park
1997,6,25,0.25,89.0,72.0,80.5,NO,Grant-Valkaria
1997,6,26,0.0,89.0,72.0,80.5,NO,Fort Pierce
1997,6,27,0.0,89.0,73.0,81.0,NO,Margate
1997,6,28,0.5,89.0,73.0,81.0,NO,Apalachicola
1997,6,29,0.85,90.0,73.0,81.5,NO,Eatonville
1997,6,30,0.0,89.0,73.0,81.0,NO,Flagler Beach
1997,7,1,0.36,89.0,74.0,81.5,NO,Howey-in-the-Hills
1997,7,2,0.0,90.0,75.0,82.5,NO,Stuart
1997,7,3,0.0,93.0,75.0,84.0,NO,Boca Raton
1997,7,4,0.0,93.0,71.0,82.0,NO,Boynton Beach
1997,7,5,0.0,95.0,72.0,83.5,NO,Noma
1997,7,6,0.46,97.0,70.0,83.5,NO,Jacob City
1997,7,7,1.2,89.0,70.0,79.5,NO,Oakland Park
1997,7,8,0.0,91.0,70.0,80.5,NO,Lauderhill
1997,7,9,0.6,91.0,70.0,80.5,NO,Leesburg
1997,7,10,0.8,97.0,73.0,85.0,NO,Pinellas Park
1997,7,11,0.14,93.0,73.0,83.0,NO,Miramar
1997,7,12,0.52,84.0,70.0,77.0,NO,Welaka
1997,7,13,0.0,86.0,70.0,78.0,NO,Largo
1997,7,14,0.0,85.0,73.0,79.0,NO,Auburndale
1997,7,15,0.0,87.0,73.0,80.0,NO,Lee
1997,7,16,0.14,89.0,73.0,81.0,NO,Center Hill
1997,7,17,0.0,89.0,73.0,81.0,NO,Marianna
1997,7,18,0.0,90.0,73.0,81.5,NO,Penney Farms
1997,7,19,0.0,90.0,71.0,80.5,NO,LaBelle
1997,7,20,1.45,89.0,72.0,80.5,NO,Webster
1997,7,21,0.0,89.0,73.0,81.0,NO,Mayo
1997,7,22,0.0,89.0,73.0,81.0,NO,Virginia Gardens
1997,7,23,0.0,90.0,76.0,83.0,NO,Glen St. Mary
1997,7,24,0.0,89.0,75.0,82.0,NO,Southwest Ranches
1997,7,25,0.0,91.0,75.0,83.0,NO,Grand Ridge
1997,7,26,0.0,92.0,72.0,82.0,NO,Ocean Breeze
1997,7,27,0.0,93.0,72.0,82.5,NO,Avon Park
1997,7,28,0.0,93.0,72.0,82.5,NO,Oak Hill
1997,7,29,0.0,92.0,72.0,82.0,NO,Haines City
1997,7,30,1.5,93.0,72.0,82.5,NO,Vernon
1997,7,31,0.38,93.0,72.0,82.5,NO,Bonifay
1997,8,1,0.38,93.0,72.0,82.5,NO,Bell
1997,8,2,0.0,85.0,74.0,79.5,NO,Bradenton Beach
1997,8,3,0.04,89.0,72.0,80.5,NO,Palm Shores
1997,8,4,2.0,90.0,74.0,82.0,NO,Atlantis
1997,8,5,1.4,91.0,74.0,82.5,NO,Bowling Green
1997,8,6,0.0,91.0,75.0,83.0,NO,Malone
1997,8,7,0.0,92.0,72.0,82.0,NO,Sanford
1997,8,8,0.6,88.0,74.0,81.0,NO,Eagle Lake
1997,8,9,0.0,88.0,74.0,81.0,NO,Estero
1997,8,10,0.07,88.0,75.0,81.5,NO,Hampton
1997,8,11,1.45,90.0,74.0,82.0,NO,Perry
1997,8,12,0.25,90.0,75.0,82.5,NO,Dunedin
1997,8,13,0.0,89.0,77.0,83.0,NO,Pinecrest
1997,8,14,0.0,92.0,76.0,84.0,NO,Ocoee
1997,8,15,0.0,95.0,76.0,85.5,NO,Lake City
1997,8,16,0.0,95.0,74.0,84.5,NO,Venice
1997,8,17,0.0,90.0,75.0,82.5,NO,Casselberry
1997,8,18,0.0,89.0,74.0,81.5,NO,Crestview
1997,8,19,0.0,91.0,77.0,84.0,NO,Worthington Springs
1997,8,20,0.0,92.0,75.0,83.5,NO,Belle Glade
1997,8,21,0.9,95.0,75.0,85.0,NO,Belleview
1997,8,22,0.9,91.0,75.0,83.0,NO,Sebring
1997,8,23,0.9,92.0,74.0,83.0,NO,Palm Coast
1997,8,24,0.0,92.0,73.0,82.5,NO,Mulberry
1997,8,25,0.0,92.0,73.0,82.5,NO,Hallandale Beach
1997,8,26,0.07,92.0,72.0,82.0,NO,Hollywood
1997,8,27,0.1,86.0,71.0,78.5,NO,Marineland
1997,8,28,0.0,85.0,70.0,77.5,NO,Coconut Creek
1997,8,29,0.0,92.0,71.0,81.5,NO,Lauderdale-by-the-Sea
1997,8,30,0.0,94.0,71.0,82.5,NO,Pomona Park
1997,8,31,0.0,93.0,70.0,81.5,NO,Lake Worth Beach
1997,9,1,0.0,87.0,78.0,82.5,NO,South Palm Beach
1997,9,2,0.24,92.0,78.0,85.0,NO,Gainesville
1997,9,3,0.43,93.0,75.0,84.0,NO,Lantana
1997,9,4,2.0,92.0,76.0,84.0,NO,Raiford
1997,9,5,0.33,87.0,75.0,81.0,NO,Key Colony Beach
1997,9,6,0.0,82.0,76.0,79.0,NO,Jupiter Inlet Colony
1997,9,7,0.02,83.0,77.0,80.0,NO,Palm Beach Shores
1997,9,8,0.0,83.0,68.0,75.5,NO,Winter Park
1997,9,9,0.0,84.0,69.0,76.5,NO,Freeport
1997,9,10,0.0,84.0,73.0,78.5,NO,Ocala
1997,9,11,0.0,89.0,74.0,81.5,NO,Dunnellon
1997,9,12,0.0,90.0,74.0,82.0,NO,Orange City
1997,9,13,0.0,88.0,73.0,80.5,NO,Okeechobee
1997,9,14,0.0,86.0,73.0,79.5,NO,Longboat Key
1997,9,15,0.0,87.0,74.0,80.5,NO,West Palm Beach
1997,9,16,0.0,87.0,73.0,80.0,NO,Westville
1997,9,17,0.0,87.0,71.0,79.0,NO,Tamarac
1997,9,18,0.0,90.0,70.0,80.0,NO,Havana
1997,9,19,0.0,86.0,70.0,78.0,NO,Fort Walton Beach
1997,9,20,0.0,86.0,70.0,78.0,NO,Panama City Beach
1997,9,21,0.1,87.0,71.0,79.0,NO,Cocoa
1997,9,22,0.0,87.0,72.0,79.5,NO,Glen Ridge
1997,9,23,0.1,86.0,75.0,80.5,NO,Archer
1997,9,24,0.0,89.0,74.0,81.5,NO,San Antonio
1997,9,25,0.0,89.0,74.0,81.5,NO,North Miami Beach
1997,9,26,0.05,91.0,76.0,83.5,NO,Golf
1997,9,27,0.27,87.0,75.0,81.0,NO,Daytona Beach Shores
1997,9,28,0.55,81.0,75.0,78.0,NO,Maitland
1997,9,29,0.07,89.0,74.0,81.5,NO,Wausau
1997,9,30,0.0,88.0,71.0,79.5,NO,Wellington
1997,10,1,0.0,90.0,70.0,80.0,NO,Sweetwater
1997,10,2,0.0,90.0,70.0,80.0,NO,LaCrosse
1997,10,3,0.5,90.0,68.0,79.0,NO,Tarpon Springs
1997,10,4,0.1,83.0,68.0,75.5,NO,Plant City
1997,10,5,0.15,84.0,71.0,77.5,NO,Fort Meade
1997,10,6,0.65,82.0,71.0,76.5,NO,Lawtey
1997,10,7,0.0,83.0,70.0,76.5,NO,Lynn Haven
1997,10,8,0.0,83.0,70.0,76.5,NO,Lake Hamilton
1997,10,9,0.0,85.0,70.0,77.5,NO,Edgewater
1997,10,10,0.3,84.0,74.0,79.0,NO,Bushnell
1997,10,11,0.0,82.0,72.0,77.0,NO,Yankeetown
1997,10,12,0.08,82.0,71.0,76.5,NO,Bartow
1997,10,13,0.05,83.0,71.0,77.0,NO,Century
1997,10,14,0.0,84.0,75.0,79.5,NO,Biscayne Park
1997,10,15,0.0,83.0,75.0,79.0,NO,Horseshoe Beach
1997,10,16,0.15,82.0,68.0,75.0,NO,Lake Butler
1997,10,17,0.0,82.0,65.0,73.5,NO,Tampa
1997,10,18,0.0,82.0,66.0,74.0,NO,Miami
1997,10,19,0.04,78.0,61.0,69.5,NO,Bascom
1997,10,20,0.0,74.0,59.0,66.5,NO,DeBary
1997,10,21,0.0,75.0,59.0,67.0,NO,Davenport
1997,10,22,0.0,80.0,58.0,69.0,NO,Hialeah Gardens
1997,10,23,0.0,81.0,58.0,69.5,NO,Doral
1997,10,24,0.0,75.0,59.0,67.0,NO,Mascotte
1997,10,25,0.0,81.0,59.0,70.0,NO,Redington Shores
1997,10,26,0.0,86.0,71.0,78.5,NO,Titusville
1997,10,27,0.0,88.0,73.0,80.5,NO,Hillsboro Beach
1997,10,28,1.12,73.0,49.0,61.0,NO,Gulf Breeze
1997,10,29,0.0,71.0,49.0,60.0,NO,Dania Beach
1997,10,30,0.0,76.0,50.0,63.0,NO,Palm Beach
1997,10,31,0.03,76.0,60.0,68.0,NO,Oakland
1997,11,1,1.91,76.0,69.0,72.5,NO,Opa-locka
1997,11,2,0.11,86.0,69.0,77.5,NO,South Miami
1997,11,3,0.24,85.0,53.0,69.0,NO,Callaway
1997,11,4,0.02,75.0,56.0,65.5,NO,Branford
1997,11,5,0.0,72.0,53.0,62.5,NO,Wauchula
1997,11,6,0.14,74.0,66.0,70.0,NO,Williston
1997,11,7,0.0,78.0,63.0,70.5,NO,Kenneth City
1997,11,8,0.0,75.0,49.0,62.0,NO,Winter Springs
1997,11,9,0.0,65.0,48.0,56.5,NO,Lake Buena Vista
1997,11,10,0.0,65.0,48.0,56.5,NO,Gulf Stream
1997,11,11,0.0,73.0,53.0,63.0,NO,Clermont
1997,11,12,0.0,73.0,57.0,65.0,NO,Lake Park
1997,11,13,0.0,77.0,63.0,70.0,NO,Homestead
1997,11,14,1.32,77.0,71.0,74.0,NO,Jasper
1997,11,15,0.15,82.0,58.0,70.0,NO,Coral Springs
1997,11,16,0.0,72.0,55.0,63.5,NO,Neptune Beach
1997,11,17,0.0,66.0,45.0,55.5,NO,Lake Mary
1997,11,18,0.0,66.0,44.0,55.0,NO,Minneola
1997,11,19,0.0,72.0,52.0,62.0,NO,Marco Island
1997,11,20,0.0,70.0,61.0,65.5,NO,Trenton
1997,11,21,0.0,75.0,62.0,68.5,NO,Belle Isle
1997,11,22,0.0,80.0,62.0,71.0,NO,Royal Palm Beach
1997,11,23,0.0,80.0,62.0,71.0,NO,Golden Beach
1997,11,24,0.0,73.0,53.0,63.0,NO,Belleair
1997,11,25,0.0,68.0,56.0,62.0,NO,Ebro
1997,11,26,0.0,71.0,56.0,63.5,NO,Brooksville
1997,11,27,0.0,73.0,57.0,65.0,NO,Eustis
1997,11,28,0.04,73.0,58.0,65.5,NO,Pembroke Park
1997,11,29,0.0,78.0,61.0,69.5,NO,Pembroke Pines
1997,11,30,0.0,72.0,70.0,71.0,NO,Chiefland
1997,12,1,0.15,81.62,56.0,72.26,NO,Treasure Island
1997,12,2,0.0,62.0,53.0,57.5,NO,St. Pete Beach
1997,12,3,0.04,74.0,59.0,66.5,NO,Lake Wales
1997,12,4,0.02,77.0,67.0,72.0,NO,Palatka
1997,12,5,1.25,73.0,53.0,63.0,NO,McIntosh
1997,12,6,0.0,73.0,41.0,57.0,NO,Sunny Isles Beach
1997,12,7,0.0,59.0,37.0,48.0,NO,Greensboro
1997,12,8,0.0,57.0,37.0,47.0,NO,Bal Harbour
1997,12,9,0.1,67.0,44.0,55.5,NO,Chattahoochee
1997,12,10,0.3,82.0,60.0,71.0,NO,Miami Lakes
1997,12,11,0.72,78.0,69.0,73.5,NO,Cocoa Beach
1997,12,12,2.05,78.0,63.0,70.5,NO,Juno Beach
1997,12,13,1.76,65.0,61.0,63.0,NO,Plantation
1997,12,14,0.8,66.0,61.0,63.5,NO,Indian River Shores
1997,12,15,0.24,64.0,45.0,54.5,NO,Lake Alfred
1997,12,16,0.07,50.0,45.0,47.5,NO,Florida City
1997,12,17,0.0,63.0,46.0,54.5,NO,Baldwin
1997,12,18,0.0,67.0,45.0,56.0,NO,Monticello
1997,12,19,0.0,65.0,45.0,55.0,NO,Cinco Bayou
1997,12,20,0.0,67.0,48.0,57.5,NO,Melbourne Beach
1997,12,21,0.0,67.0,48.0,57.5,NO,Reddick
1997,12,22,0.0,72.0,58.0,65.0,NO,Valparaiso
1997,12,23,0.0,77.0,64.0,70.5,NO,Indian Shores
1997,12,24,0.0,79.0,66.0,72.5,NO,Ponce Inlet
1997,12,25,0.0,79.0,69.0,74.0,NO,Sarasota
1997,12,26,0.42,78.0,66.0,72.0,NO,Kissimmee
1997,12,27,1.82,73.0,64.0,68.5,NO,New Smyrna Beach
1997,12,28,0.42,72.0,43.0,57.5,NO,Sea Ranch Lakes
1997,12,29,1.05,51.0,44.0,47.5,NO,Belleair Beach
1997,12,30,0.45,60.0,44.0,52.0,NO,Lake Helen
1997,12,31,0.0,60.0,44.0,52.0,NO,Riviera Beach
1998,1,1,0.0,67.0,44.0,55.5,NO,Manalapan
1998,1,2,0.0,68.0,50.0,59.0,NO,Micanopy
1998,1,3,0.0,68.0,57.0,62.5,NO,Zolfo Springs
1998,1,4,0.0,73.0,60.0,66.5,NO,St. Petersburg
1998,1,5,0.2,76.0,63.0,69.5,NO,Melbourne
1998,1,6,0.13,75.0,65.0,70.0,YES,Niceville
1998,1,7,0.07,76.0,65.0,70.5,NO,Indialantic
1998,1,8,0.0,78.0,72.0,75.0,NO,Carrabelle
1998,1,9,1.05,75.0,63.0,69.0,NO,Hypoluxo
1998,1,10,0.0,70.0,53.0,61.5,NO,Atlantic Beach
1998,1,11,0.0,64.0,53.0,58.5,NO,Sopchoppy
1998,1,12,0.0,65.0,49.0,57.0,NO,Fernandina Beach
1998,1,13,0.0,74.0,54.0,64.0,NO,Edgewood
1998,1,14,0.0,75.0,62.0,68.5,NO,Starke
1998,1,15,0.0,75.0,62.0,68.5,NO,Bonita Springs
1998,1,16,0.32,72.0,66.0,69.0,NO,Bristol
1998,1,17,0.0,69.0,46.0,57.5,NO,Pierson
1998,1,18,0.0,65.0,46.0,55.5,NO,Shalimar
1998,1,19,0.0,64.0,50.0,57.0,NO,Deerfield Beach
1998,1,20,0.65,72.0,48.0,60.0,NO,Destin
1998,1,21,0.0,65.0,45.0,55.0,NO,Briny Breezes
1998,1,22,0.0,69.0,60.0,64.5,NO,Pensacola
1998,1,23,0.03,73.0,60.0,66.5,NO,Chipley
1998,1,24,0.25,74.0,60.0,67.0,NO,Bronson
1998,1,25,0.03,74.0,47.0,60.5,NO,Palm Bay
1998,1,26,0.0,67.0,47.0,57.0,NO,Jupiter
1998,1,27,0.03,66.0,59.0,62.5,NO,Miami Beach
1998,1,28,0.0,74.0,50.0,62.0,NO,Beverly Beach
1998,1,29,0.0,66.0,47.0,56.5,NO,Haverhill
1998,1,30,0.0,66.0,46.0,56.0,NO,Zephyrhills
1998,1,31,0.0,68.0,49.0,58.5,NO,Cottondale
1998,2,1,0.0,66.0,48.0,57.0,NO,Aventura
1998,2,2,0.0,70.0,51.0,60.5,NO,Belleair Shore
1998,2,3,1.02,69.0,64.0,66.5,NO,DeFuniak Springs
1998,2,4,0.0,74.0,56.0,65.0,NO,Gretna
1998,2,5,0.0,61.0,46.0,53.5,NO,Davie
1998,2,6,0.0,65.0,44.0,54.5,NO,Key Biscayne
1998,2,7,0.45,65.0,44.0,54.5,NO,North Port
1998,2,8,0.0,65.0,44.0,54.5,NO,Dundee
1998,2,9,0.0,62.0,44.0,53.0,NO,North Bay Village
1998,2,10,0.0,62.0,43.0,52.5,NO,Holmes Beach
1998,2,11,0.0,64.0,47.0,55.5,NO,Sneads
1998,2,12,0.0,77.0,58.0,67.5,YES,Oldsmar
1998,2,13,0.0,74.0,48.0,61.0,NO,Madison
1998,2,14,0.25,74.0,46.0,60.0,NO,Springfield
1998,2,15,0.0,62.0,47.0,54.5,NO,Cross City
1998,2,16,1.85,70.0,59.0,64.5,NO,Fort White
1998,2,17,0.72,75.0,59.0,67.0,NO,Westlake
1998,2,18,0.62,83.0,59.0,71.0,NO,Waldo
1998,2,19,0.0,79.0,54.0,66.5,NO,Tequesta
1998,2,20,2.5,79.0,54.0,66.5,NO,Graceville
1998,2,21,0.0,79.0,54.0,66.5,NO,Keystone Heights
1998,2,22,0.0,66.0,55.0,60.5,NO,Bradenton
1998,2,23,1.13,75.0,55.0,65.0,NO,Mangonia Park
1998,2,24,0.0,71.0,52.0,61.5,NO,Belleair Bluffs
1998,2,25,0.0,73.0,48.0,60.5,NO,Palm Springs
1998,2,26,0.0,71.0,50.0,60.5,NO,Safety Harbor
1998,2,27,0.0,74.0,49.0,61.5,NO,St. Augustine
1998,2,28,0.0,81.0,62.0,71.5,NO,Sunrise
1998,2,29,0.15,81.62,62.84,72.26,NO,Marathon
1998,3,1,0.69,77.0,55.0,66.0,NO,Jacksonville Beach
1998,3,2,0.0,75.0,52.0,63.5,NO,Palmetto
1998,3,3,0.0,66.0,40.0,53.0,NO,Weston
1998,3,4,0.0,67.0,44.0,55.5,NO,Naples
1998,3,5,0.0,67.0,44.0,55.5,NO,Ocean Ridge
1998,3,6,0.0,72.0,46.0,59.0,NO,Miami Shores
1998,3,7,0.0,77.0,61.0,69.0,NO,Highland Beach
1998,3,8,0.0,76.0,66.0,71.0,NO,Mary Esther
1998,3,9,1.3,78.0,60.0,69.0,NO,High Springs
1998,3,10,0.0,76.0,44.0,60.0,NO,Crystal River
1998,3,11,0.0,60.0,42.0,51.0,NO,Bunnell
